Date,Stock,Open,High,Low,Close
2020-06-22,FB,238.56,240.7,236.91,239.22
2020-06-23,FB,241.28,245.19,239.86,242.24
2020-06-24,FB,241.2,243.22,232.68,234.02
2020-06-25,FB,241.24,244.20499999999998,236.27,238.13
2020-06-26,FB,232.64,233.09,215.4,238.13
2020-06-27,FB,232.64,233.09,215.4,223.85500000000002
2020-06-28,FB,215.17000000000002,224.125,212.79000000000002,223.85500000000002
2020-06-29,FB,209.75,220.75,207.11,220.64
2020-06-30,FB,220.59,227.5,218.47,227.07
2020-07-01,FB,228.5,239.0,227.56,237.55
2020-07-02,FB,239.0,240.0,232.61,233.42
2020-07-03,FB,233.75,239.5,230.085,235.485
2020-07-04,FB,233.75,239.5,230.085,235.485
2020-07-05,FB,236.58499999999998,244.025,235.54500000000002,240.57000000000005
2020-07-06,FB,233.76,240.4,232.27,240.28
2020-07-07,FB,239.41,247.65,238.82,240.86
2020-07-08,FB,238.11,246.99,236.59,243.58
2020-07-09,FB,245.0,246.53,239.24,244.5
2020-07-10,FB,243.69,245.49,239.32,245.07
2020-07-11,FB,244.345,246.01,239.28,244.785
2020-07-12,FB,241.885,245.24,235.22500000000002,239.365
2020-07-13,FB,247.01,250.15,238.42,239.0
2020-07-14,FB,236.76,240.33,232.03,239.73
2020-07-15,FB,241.55,244.82,238.05,240.28
2020-07-16,FB,238.0,241.76,236.33,240.93
2020-07-17,FB,241.0,244.16,237.86,242.03
2020-07-18,FB,239.5,242.95999999999998,237.09500000000003,241.48000000000002
2020-07-19,FB,243.14,246.48000000000002,237.86,243.58500000000004
2020-07-20,FB,240.06,246.05,235.64,245.42
2020-07-21,FB,246.22,246.91,240.08,241.75
2020-07-22,FB,240.26,241.9,238.12,239.87
2020-07-23,FB,239.63,242.42,231.75,232.6
2020-07-24,FB,230.19,233.49,226.9,230.71
2020-07-25,FB,234.91,237.95499999999998,229.325,231.655
2020-07-26,FB,233.04500000000002,234.95499999999998,230.33000000000004,231.81000000000003
2020-07-27,FB,231.46,234.95,230.83,233.5
2020-07-28,FB,234.63,234.96,229.83,230.12
2020-07-29,FB,231.14,233.7,230.31,233.29
2020-07-30,FB,230.22,234.89,229.0,234.5
2020-07-31,FB,255.82,255.85,249.0,233.89499999999998
2020-08-01,FB,243.01999999999998,245.37,239.0,233.89499999999998
2020-08-02,FB,243.01999999999998,245.37,239.0,249.47500000000002
2020-08-03,FB,250.875,252.53500000000003,247.60000000000002,249.47500000000002
2020-08-04,FB,251.56,252.8,247.43,249.83
2020-08-05,FB,250.19,252.27,247.77,249.12
2020-08-06,FB,249.04,266.6,248.67,265.28
2020-08-07,FB,264.08,278.89,263.43,268.44
2020-08-08,FB,256.55999999999995,272.745,256.05,266.86
2020-08-09,FB,264.115,269.89,257.41,259.56500000000005
2020-08-10,FB,268.04,273.86,259.69,263.0
2020-08-11,FB,260.19,265.92,255.13,256.13
2020-08-12,FB,258.97,263.9,258.11,259.89
2020-08-13,FB,261.55,265.16,259.57,261.3
2020-08-14,FB,262.31,262.65,258.68,261.24
2020-08-15,FB,261.92999999999995,263.90500000000003,259.125,261.27
2020-08-16,FB,261.725,264.625,259.33000000000004,261.75
2020-08-17,FB,262.5,264.1,259.4,261.16
2020-08-18,FB,260.95,265.15,259.26,262.34
2020-08-19,FB,261.39,267.91,261.35,262.59
2020-08-20,FB,261.5,269.63,261.46,269.01
2020-08-21,FB,268.69,270.49,266.42,267.01
2020-08-22,FB,265.09499999999997,270.06000000000006,263.93999999999994,268.01
2020-08-23,FB,271.74,280.16999999999996,269.515,276.105
2020-08-24,FB,271.07,277.25,268.77,271.39
2020-08-25,FB,272.41,283.09,270.26,280.82
2020-08-26,FB,284.0,304.67,284.0,303.91
2020-08-27,FB,300.16,301.23,292.02,293.22
2020-08-28,FB,295.0,297.23,290.98,298.56500000000005
2020-08-29,FB,297.58,299.23,291.5,298.56500000000005
2020-08-30,FB,294.33,299.185,292.13,294.32000000000005
2020-08-31,FB,293.95,296.88,291.55,293.2
2020-09-01,FB,294.71,301.49,292.71,295.44
2020-09-02,FB,298.88,303.6,293.05,302.5
2020-09-03,FB,295.99,297.6,283.63,291.12
2020-09-04,FB,287.25,289.0,271.14,282.73
2020-09-05,FB,291.62,293.30000000000007,277.385,286.925
2020-09-06,FB,291.62,293.30000000000007,277.385,286.925
2020-09-07,FB,273.525,278.89,270.38500000000005,272.44000000000005
2020-09-08,FB,271.28,279.3,269.42,271.16
2020-09-09,FB,275.77,278.48,271.35,273.72
2020-09-10,FB,275.51,279.16,267.03,268.09
2020-09-11,FB,270.06,271.39,262.64,266.61
2020-09-12,FB,272.78499999999997,275.27500000000003,264.8349999999999,267.35
2020-09-13,FB,270.81,275.58,267.5,269.285
2020-09-14,FB,270.95,276.64,265.7,266.15
2020-09-15,FB,270.67,274.52,269.3,272.42
2020-09-16,FB,267.29,272.44,261.79,263.52
2020-09-17,FB,258.28,261.5,250.19,254.82
2020-09-18,FB,258.4,259.2,250.05,252.53
2020-09-19,FB,258.3399999999999,260.35,250.11999999999998,253.675
2020-09-20,FB,250.425,252.635,246.175,251.45000000000005
2020-09-21,FB,247.54,249.95,244.13,248.15
2020-09-22,FB,253.31,255.32,248.22,254.75
2020-09-23,FB,255.26,257.99,248.15,249.02
2020-09-24,FB,254.28499999999997,256.65500000000003,248.18499999999997,251.885
2020-09-25,FB,249.4,255.75,246.61,254.82
2020-09-26,FB,249.4,255.75,246.61,254.82
2020-09-27,FB,258.605,261.46500000000003,255.86,259.30500000000006
2020-09-28,FB,259.4,259.6,254.82,256.82
2020-09-29,FB,257.81,263.33,256.9,261.79
2020-09-30,FB,261.98,266.08,260.1,261.9
2020-10-01,FB,265.35,268.33,264.8,266.63
2020-10-02,FB,261.21,265.15,259.18,259.94
2020-10-03,FB,263.28,266.74,261.99,263.28499999999997
2020-10-04,FB,261.99,265.28,259.54,261.65500000000003
2020-10-05,FB,262.2,264.87,260.84,264.65
2020-10-06,FB,261.78,265.69,258.24,258.66
2020-10-07,FB,259.21,260.18,254.82,258.12
2020-10-08,FB,259.75,264.62,259.15,263.76
2020-10-09,FB,264.52,264.75,262.17,264.45
2020-10-10,FB,262.135,264.68500000000006,260.65999999999997,264.105
2020-10-11,FB,273.89,279.64,270.63,275.75
2020-10-12,FB,270.2,280.18,267.87,275.75
2020-10-13,FB,277.58,279.1,273.39,275.75
2020-10-14,FB,277.62,278.75,271.5,271.82
2020-10-15,FB,267.6,269.04,263.67,266.72
2020-10-16,FB,267.38,271.37,265.3,265.93
2020-10-17,FB,267.49,270.20500000000004,264.485,266.32500000000005
2020-10-18,FB,264.29499999999996,269.125,261.38,264.48
2020-10-19,FB,265.53,268.55,259.88,261.4
2020-10-20,FB,263.06,269.7,262.88,267.56
2020-10-21,FB,279.56,283.05,276.37,278.73
2020-10-22,FB,279.87,282.45,275.04,278.12
2020-10-23,FB,278.8,285.24,276.82,284.79
2020-10-24,FB,279.335,283.845,275.92999999999995,281.45500000000004
2020-10-25,FB,280.96000000000004,284.87,275.285,280.20000000000005
2020-10-26,FB,283.16,285.23,274.26,277.11
2020-10-27,FB,278.76,284.51,276.31,283.29
2020-10-28,FB,278.79,278.79,267.26,267.67
2020-10-29,FB,276.55,283.6,273.78,280.83
2020-10-30,FB,274.5,276.7,259.1,263.11
2020-10-31,FB,275.525,280.15000000000003,266.43999999999994,271.97
2020-11-01,FB,263.88,270.26,259.11,263.33000000000004
2020-11-02,FB,264.6,270.47,257.34,261.36
2020-11-03,FB,263.16,270.05,260.88,265.3
2020-11-04,FB,281.0,288.94,278.62,287.38
2020-11-05,FB,291.9,297.38,288.95,294.68
2020-11-06,FB,293.95,294.6,288.06,293.41
2020-11-07,FB,292.92499999999995,295.99,288.505,294.045
2020-11-08,FB,281.485,283.28999999999996,271.265,275.6
2020-11-09,FB,289.87,292.58,278.53,278.77
2020-11-10,FB,273.1,274.0,264.0,272.43
2020-11-11,FB,273.47,278.4,272.48,276.48
2020-11-12,FB,277.18,279.75,274.43,275.08
2020-11-13,FB,277.72,277.76,273.1,276.95
2020-11-14,FB,277.45,278.755,273.765,276.015
2020-11-15,FB,276.365,278.545,273.96000000000004,276.98
2020-11-16,FB,275.05,279.41,274.63,278.96
2020-11-17,FB,277.68,277.68,273.29,275.0
2020-11-18,FB,274.52,277.39,271.84,271.97
2020-11-19,FB,271.02,273.47,269.19,272.94
2020-11-20,FB,272.56,273.0,269.41,269.7
2020-11-21,FB,271.78999999999996,273.235,269.29999999999995,271.32
2020-11-22,FB,269.69,274.385,266.20000000000005,272.67500000000007
2020-11-23,FB,270.89,270.95,264.53,268.43
2020-11-24,FB,268.49,277.82,267.87,276.92
2020-11-25,FB,278.14,280.18,272.65,275.59
2020-11-26,FB,273.31499999999994,279.0,270.26,276.255
2020-11-27,FB,277.39,279.13,274.82,277.81
2020-11-28,FB,277.39,279.13,274.82,277.81
2020-11-29,FB,277.595,283.5,274.985,281.76000000000005
2020-11-30,FB,276.03,277.7,271.01,276.97
2020-12-01,FB,279.16,289.3,278.96,286.55
2020-12-02,FB,285.36,291.78,280.83,287.52
2020-12-03,FB,286.25,286.65,281.07,281.85
2020-12-04,FB,280.3,283.46,279.3,279.7
2020-12-05,FB,283.275,285.055,280.18499999999995,280.775
2020-12-06,FB,282.6,287.46000000000004,279.875,284.49
2020-12-07,FB,279.19,288.49,278.2,285.58
2020-12-08,FB,286.01,286.43,281.55,283.4
2020-12-09,FB,283.66,287.63,271.75,277.92
2020-12-10,FB,275.54,278.73,271.86,277.12
2020-12-11,FB,274.53,276.48,270.25,277.52
2020-12-12,FB,275.03499999999997,277.605,271.05499999999995,277.52
2020-12-13,FB,274.1,276.65,269.51500000000004,274.87
2020-12-14,FB,273.37,277.22,271.56,274.19
2020-12-15,FB,274.83,276.08,267.47,275.55
2020-12-16,FB,274.76,277.86,272.51,275.67
2020-12-17,FB,277.07,280.44,273.61,274.48
2020-12-18,FB,275.77,278.0,271.14,276.4
2020-12-19,FB,276.41999999999996,279.22,272.375,275.44
2020-12-20,FB,272.24,273.08500000000004,266.21000000000004,269.94000000000005
2020-12-21,FB,272.98,274.67,267.79,272.79
2020-12-22,FB,271.5,271.5,264.63,267.09
2020-12-23,FB,266.89,272.17,266.23,268.11
2020-12-24,FB,268.88,270.4,266.2,267.4
2020-12-25,FB,267.885,271.285,266.215,267.755
2020-12-26,FB,267.885,271.285,266.215,267.755
2020-12-27,FB,272.845,278.905,270.97,274.32500000000005
2020-12-28,FB,268.74,277.3,265.66,274.32500000000005
2020-12-29,FB,276.95,280.51,276.28,276.78
2020-12-30,FB,277.95,278.08,271.71,271.87
2020-12-31,FB,272.0,277.09,269.81,273.16
2021-01-01,FB,274.97499999999997,277.58500000000004,270.76,272.515
2021-01-02,FB,274.97499999999997,277.58500000000004,270.76,272.515
2021-01-03,FB,271.53499999999997,273.7,266.70500000000004,269.95500000000004
2021-01-04,FB,274.78,275.0,265.2,268.94
2021-01-05,FB,268.29,272.4,268.21,270.97
2021-01-06,FB,262.0,267.75,260.01,263.31
2021-01-07,FB,265.9,271.61,264.78,268.74
2021-01-08,FB,268.31,268.95,263.18,267.57
2021-01-09,FB,267.10499999999996,270.28000000000003,263.97999999999996,268.155
2021-01-10,FB,258.555,261.595,253.10000000000002,253.96499999999997
2021-01-11,FB,260.48,263.47,255.9,256.84
2021-01-12,FB,256.63,259.72,250.3,251.09
2021-01-13,FB,258.55499999999995,261.595,253.09999999999997,253.96499999999997
2021-01-14,FB,253.4,255.03,244.61,245.64
2021-01-15,FB,247.9,253.86,247.16,251.36
2021-01-16,FB,250.64999999999998,254.44500000000005,245.885,248.5
2021-01-17,FB,250.64999999999998,254.44500000000005,245.885,248.5
2021-01-18,FB,262.91499999999996,266.26,258.16,264.29
2021-01-19,FB,256.9,262.2,252.72,261.1
2021-01-20,FB,268.93,270.32,263.6,267.48
2021-01-21,FB,269.26,273.6,267.49,264.29
2021-01-22,FB,272.01,278.47,272.0,274.5
2021-01-23,FB,270.635,276.0350000000001,269.74499999999995,274.5
2021-01-24,FB,278.14,282.745,274.66,280.03
2021-01-25,FB,278.14,280.1,271.51,278.01
2021-01-26,FB,278.14,285.39,277.81,282.05
2021-01-27,FB,282.53,283.45,268.12,272.14
2021-01-28,FB,277.18,286.79,264.7,265.0
2021-01-29,FB,265.3,266.56,254.85,258.33
2021-01-30,FB,271.24,276.67500000000007,259.7749999999999,261.66499999999996
2021-01-31,FB,261.76,266.51,259.09,262.01
2021-02-01,FB,259.52,264.17,254.91,262.01
2021-02-02,FB,264.0,268.85,263.27,262.01
2021-02-03,FB,265.62,269.2,263.84,266.65
2021-02-04,FB,267.01,268.16,264.0,266.49
2021-02-05,FB,266.8,269.17,265.67,268.1
2021-02-06,FB,266.905,268.6650000000001,264.8349999999999,267.295
2021-02-07,FB,267.595,271.625,265.375,268.015
2021-02-08,FB,268.75,269.86,265.0,266.58
2021-02-09,FB,266.44,273.39,265.75,269.45
2021-02-10,FB,272.45,273.8,267.72,271.87
2021-02-11,FB,271.89,273.58,268.49,270.39
