Date,Stock,Open,High,Low,Close
2019-10-01,AAPL,56.27,57.06,56.05,56.15
2019-10-02,AAPL,55.76,55.9,54.48,54.74
2019-10-03,AAPL,54.61,55.24,53.78,55.21
2019-10-04,AAPL,56.41,56.87,55.97,56.75
2019-10-05,AAPL,55.51,56.055,54.875,55.980000000000004
2019-10-06,AAPL,56.51500000000006,57.24499999999998,56.27000000000001,56.429999999999986
2019-10-07,AAPL,56.57,57.48,56.46,56.76
2019-10-08,AAPL,56.46,57.01,56.08,56.1
2019-10-09,AAPL,56.76,56.95,56.41,56.76
2019-10-10,AAPL,56.98,57.61,56.83,57.52
2019-10-11,AAPL,58.24,59.41,58.08,59.05
2019-10-12,AAPL,57.61,58.51,57.455,58.285
2019-10-13,AAPL,58.72,59.53,58.67,58.97
2019-10-14,AAPL,58.72,59.53,58.67,58.97
2019-10-15,AAPL,58.72,59.53,58.67,58.97
2019-10-16,AAPL,58.34,58.81,58.3,58.59
2019-10-17,AAPL,58.77,59.04,58.38,58.82
2019-10-18,AAPL,58.65,59.4,58.57,59.1
2019-10-19,AAPL,58.71,59.22,58.475,58.96
2019-10-20,AAPL,59.83500000000006,60.399999999999984,59.61500000000001,60.05999999999999
2019-10-21,AAPL,59.38,60.25,59.33,60.13
2019-10-22,AAPL,60.29,60.55,59.9,59.99
2019-10-23,AAPL,60.53,60.81,60.3,60.79
2019-10-24,AAPL,61.13,61.2,60.45,60.9
2019-10-25,AAPL,60.79,61.68,60.72,61.64
2019-10-26,AAPL,60.96,61.44,60.585,61.269999999999996
2019-10-27,AAPL,62.050000000000054,62.374999999999986,61.16000000000001,61.539999999999985
2019-10-28,AAPL,61.86,62.31,61.68,62.26
2019-10-29,AAPL,62.24,62.44,60.64,60.82
2019-10-30,AAPL,61.19,61.33,60.3,60.81
2019-10-31,AAPL,61.81,62.29,59.31,62.19
2019-11-01,AAPL,62.38,63.98,62.29,63.96
2019-11-02,AAPL,62.095,63.135,60.8,63.075
2019-11-03,AAPL,64.29500000000006,64.50499999999998,63.965,64.32999999999998
2019-11-04,AAPL,64.33,64.46,63.85,64.38
2019-11-05,AAPL,64.26,64.55,64.08,64.28
2019-11-06,AAPL,64.19,64.37,63.84,64.33
2019-11-07,AAPL,64.68,65.09,64.53,64.86
2019-11-08,AAPL,64.67,65.11,64.21,65.04
2019-11-09,AAPL,64.67500000000001,65.1,64.36999999999999,64.95
